매물종류,거래방식,가격,위치,거리,소재지,매물특징,계약/전용면적,해당층/총층,융자금,월관리비,방향,입주가능일,주차가능여부,총사무실수,총주차대수,난방(방식/연료),사용승인일,건축물 용도,매물번호,매물설명,중개사,중개보수,상한요율
일반상가,월세,"5,000/270","(-9564.53, -2351.95)",327.0737611551812,서울시 강남구 신사동,압구정로데오역8분 로데오거리 위치한 깔끔한 매물,66.1㎡/66.1㎡(전용률100%),2/4층,없음,0원,서향(주된 출입구 기준),즉시입주,가능,-,1대,개별난방/전기,1984.04.23,제2종 근린생활시설,2330759177,"◆ 상가 / 사무실 중개 전문 알멘토 오피스본부◆&조건에 맞는! 매물을&최대한 많이! 그리고&가능한 빨리! 보내드리는 박팀장입니다.&&저를 찾아주신 한 분, 한 분 끝까지 최선을 다하겠습니다.&100% 실매물, 실사진으로만 광고합니다. &거짓 없는 중개 박팀장, 믿고 연락주세요. &&&&-----------------------------------------------&&&&☎ 전화상담: 02-6959-7808 (24시 상담가능)&☎ 카톡 및 문자 상담: 010-5250-8518&&&&▼ 매물 특/장점 요약▼&-압구정로데오역 도보 8분 / 압구정로데오거리 위치&&-2층 일부 201호, 전용 20평 / 홀1, 룸2, 외부남녀공용화장실 &&-건물 바로 앞 넓은 자주식 주차장 &&-천장형 냉난방기 완비&&-깔끔한 사무실 컨디션&&&&&&▼ 매물 기본 정보▼&-가격: 5000 / 270 / 0&-입지: 압구정로데오역 도보 8분 / 압구정로데오거리 위치&-면적: 20평&-구조: 홀1, 룸2, 외부남녀공용화장실&-임대층 / 전체층: 2층 / 4층&-입주시기: 즉시 입주 가능&-주차: 발렛 주차, 건물 바로 앞 넓은 자주식 주차장&-엘리베이터: X&&&&&&▼ 매물 상세 설명▼ &압구정로데오역 도보 8분 소요되는&압구정로데오거리에 위치한 매물입니다.&&건물 내외부 상태 훌륭한 편이며&건물 바로 앞에 넓은 자주식 주차장 있어&주차 편리합니다.&&&&빠르게 연락 주셔서 직접 보시는 걸 추천 드립니다!&&&&&---------------------------------------------&&& ◆ 상가 / 사무실 중개 전문 알멘토 오피스본부◆&★ 강남 전 지역 / 모든 매물 보유 ★&★ 네이버부동산 광고 중인 모든 매물을 한번에 보실 수 있습니다★","주식회사 알멘토부동산중개법인길찾기
대표권효남등록번호
소재지
서울특별시 강남구 신사동 619 지1층
전화02-6959-7808
최근 3개월 집주인확인 76건
매매36전세1월세369단기0",최대 288만원(VAT 별도),0.9%
중소형사무실,월세,"4,000/230","(-9596.97, -2334.62)",397.32054211737557,서울시 강남구 신사동,"실사진O, 압구정 중심 지하 상가 매물, 주점일반음식점가능",106.06㎡/89.3㎡(전용률84%),B1/5층,없음,32만원,북향(주된 출입구 기준),즉시입주 협의가능,불가능,정보 없음,4대,개별난방/-,1994.09.02,제2종 근린생활시설,2330637341,"◀최고의, 최적의 물건을 찾아드리겠습니다.▶&랜드마크부동산만의 특별한 노하우로 항상 기대 이상의 가치를 제공해드릴것을 약속드리며, 점점 더 발전 가능 할 수 있도록 발판이 되는 파트너가 되겠습니다.&랜드마크 공인중개사사무소&&☎ 02-508-8144&☎ 010-8833-9316&&&【 PRICE 】 &- 보: 4,000만원 / 임: 230만원 / 관: 32만원&&【 SPACE & STRUCTURE & OPTIONS 】 &- 전용 : 약 32평&- 홀1+룸2&- 내부 고급 화장실&- 1층 유리 DP 박스&&【 DETAILS 】&압구정 로데오 부근 입지 최상의 지하 매물입니다. 6월 만기전 퇴실 가능(협의)하며, 주점 및 기타 업종도 가능한 찾기 힘든 매물입니다. 내부 인테리어도 많이 신경쓰셨고, 1층 유리 박스를 통해서 매장 가시성을 높일 수 있습니다. 강력추천합니다!!&&【 E/V & P. Lot 】& - 엘리베이터 : X& - 무료 주차 : X&& 【 SURROUNDING 】 & - 로데오거리, 도산공원&&&매물을 직접 확인 하신다면 더욱 만족하실거라 확신합니다.&또한 랜드마크부동산는 다량의 비공개 매물 또한 확보하고 있으니&사소한 궁금증이라도 연락 주시면 단연코 그 이상의 정보를 드리겠습니다.&&◆ 계약 이후에도 지속적인 관계/관리/관심 약속드립니다! ◆&&▶홈페이지 : https://landmark114.com/&▶블로그 : https://m.blog.naver.com/dddlandm","랜드마크공인중개사사무소길찾기
대표김해윤등록번호
소재지
서울특별시 강남구 테헤란로 428 (대치동, 테헤란로 대우 아이빌) 1층 213호
전화02-508-8144,010-9188-4595
최근 3개월 집주인확인 62건
매매19전세2월세1183단기2",최대 243만원(VAT 별도),0.9%
일반상가,월세,"5,000/270","(-9564.53, -2351.95)",327.0737611551812,서울시 강남구 신사동,압구정로데오 도산공원 인근 가성비 사무실,153㎡/59.4㎡(전용률39%),2/4층,없음,0원,서향(주된 출입구 기준),즉시입주,불가능,-,-,개별냉난방/-,1984.04.23,제2종 근린생활시설,2330563703,"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&● 최고의 공간만을 선별하여 제공할 것을 약속드립니다&● 사무실 / 상가 전문중개&● 실사진 실매물로만 광고합니다.&● 네이버 전매물 상담 가능합니다.&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&▶기본정보◀&&① 위치 : 로데오 도산공원 인근&② 임대료+관리비 : 270만&③ 전용면적 : 17평&④ 입주시기 : 즉시&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&▶ 매물특징◀&1. 압구정로데오 도보 7분, 도산공원 3분&2. 룸2 + 업무홀 + 외부화장실&3. 주차 협의 / 발렛 가능&4. 시스템냉난방&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&● 언제나 고객의 입장에서 최선를 다하겠습니다&● 거짓없이 최고의 선택을 도와드겠습니다&● 임대료 및 공사기간 등 최대로 협의하겠습니다&● 자세한 문의사항은 연락주시면 성심성의껏 상담하겠습니다&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━","주식회사 메이드리얼티부동산중개법인길찾기
대표이현석등록번호
소재지
서울특별시 강남구 역삼동 837-15 4층 401호 (역삼동, 남경빌딩)
전화02-6956-6455
최근 3개월 집주인확인 14건
매매1전세0월세696단기0",최대 288만원(VAT 별도),0.9%
중소형사무실,월세,1억/850,"(-9561.24, -2370.45)",314.4729774904048,서울시 강남구 신사동,-,345.65㎡/345.65㎡(전용률100%),B1/5층,없음,0원,동향(주된 출입구 기준),즉시입주,가능,정보 없음,9대,-/-,1991.12.19,제2종 근린생활시설,2330601658,"◆ 매물 상세 내역 ◆&▶ 매물위치 :로데오거리 도산공원 인근 &▶ 해당층수 : 지하 1층 상가&▶ 보증금/월세 :1억/850만원&▶ 관리금 : 포함&▶ 권리금 : 협의가능 &▶ 평수 : 약105평&▶ 입주 : 협의&▶ 주차 : 주차가능&▶ 교통 : 압구정로데오역 도보 7분거리&▶ 업종 : 협의&▶ 기타 : &◈ P.S ◈&■ 자세한 사항은 전화문의 주시면 즉시 상담해 드리겠습니다.& 전화가 부재중 일시 문자로 매물번호 남겨주시면 & 확인 후 바로 연락드리겠습니다.& 원하시는 가격대에 맞는 물건을 찾아드리며,& 친절한 상담과 임대인과의 협의를 통해 최대한& 만족스러운 거래로 성사시키겠습니다.& & DK부동산공인중개사무소& ☎ 02-584-3208 ☎","디케이원공인중개사사무소길찾기
대표이광순등록번호
소재지
서울특별시 서초구 서초동 1755-1 상가 140호
전화02-584-3208
최근 3개월 집주인확인 3건
매매6전세1월세11단기0",최대 855만원(VAT 별도),0.9%
일반상가,월세,"3,000/200","(-9637.4, -2353.16)",467.4602651150546,서울시 강남구 신사동,대로변에 이평수에 이금액이 말이 된다고,162.94㎡/154.74㎡(전용률95%),B1/3층,시세 대비 30% 미만,24.3만원,북향(주된 출입구 기준),즉시입주,불가능,정보 없음,-,개별난방/-,1980.02.08,제2종 근린생활시설,2330685967,🔥신규 창업컨설팅 전문&🔥최저금액 인테리어 견적&🔥상권분석에 최적화 컨택&🔥롱런가능한 마케팅 전략&&🔥가치있는선택🔥&&🔥상가전문중개🔥&&🔥누구보다빠름🔥&&🔥시간낭비줄임🔥&&🔥찐진정성중개🔥&&🔥실매실력신뢰🔥,"택스앤리얼티세무사부동산중개
대표유진우등록번호
소재지
서울특별시 강남구 역삼동 640-3 101호
전화02-557-0312",최대 207만원(VAT 별도),0.9%
일반상가,월세,"4억/1,800","(-9632.99, -2329.49)",468.335436669037,서울시 강남구 신사동,"한양아파트압 압구정로 대로변 1층 층고4.5M 통창건물,가시성 굿.쇼룸굿",208.32㎡/208.32㎡(전용률100%),1/5층,시세 대비 30% 미만,150만원,북향(주된 출입구 기준),즉시입주,불가능,정보 없음,-,개별냉난방/-,2006.03.20,제1종 근린생활시설,2330638923,"★압구정대로변 1층 통창,층고4.5M.귀한 무권리.&★쇼룸, 고급 레스토랑, 커피숍 등 좋은 자리.&★가시성 굿굿.&★한양아파트 및 현대아파트의 풍부한 배후수요&★유동인구 풍부&&★궁금한 사항이 있으시면 압구정리얼티부동산으로 문의주세요.& 친절과 책임중개로 늘 고객을 모십니다.& 청담,압구정지역을 오래 겪어온 지역전문가입니다.&&압구정리얼티부동산중개(갤러리아 명품관 대각선 주노헤어1층 코너)&02 2039 3501&010 4153 7549&대표 이수정&유투브 압구정리얼티비&블로그 blog.naver.com/sujeung2205","압구정리얼티부동산중개길찾기
대표이수정등록번호
소재지
서울특별시 강남구 신사동 664-7 제 1층12호
전화02-2039-3501,010-4153-7549
매매5전세0월세15단기0","최대 1,980만원(VAT 별도)",0.9%
일반상가 요한빌딩,월세,"4,000/230","(-9596.97, -2334.62)",397.32054211737557,서울시 강남구 신사동,"무권리, 압구정로데오역 6분, 역세권, 지하1층 임대",105.8㎡/89.3㎡(전용률84%),B1/5층,없음,32만원,북동향(주된 출입구 기준),즉시입주 협의가능,불가능,정보 없음,-,-/-,1994.09.02,제2종 근린생활시설,2330678773,"*문의주실 때 네이버매물번호를 알려주시면 더욱 정확한 상담이 가능합니다. &━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&무권리, 압구정로데오역 6분, 역세권, 지하1층 임대&&Check Point&&★ 수인분당선 압구정로데오역 도보 6분, 역세권.&★ 이면도로, 지하1층 임대.&★ 유동인구많음.&★ 권리금 없음.&★ 엘리베이터 있음.&★ 제한업종- 협의.&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&&사무실정보&★ 강남 서초 송파 전지역.&★ 광고되지 않은 비공개 매물도 많이 있어요^^&★ 정말 마음에 드는 곳 찾으실 때까지 끝까지 소개해드리겠습니다.&★ 많이 구경하시고 마음에 드는 좋은 매물은 빠르게 결정하시는게 답입니다.&&━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━&★ 신가람공인중개사 사무소 ★&★ 이경주 실장/ 공인중개사 ★&★ 연락처 : 010-9705-1121, 02-3445-4985 ★&★ 거래가능매물 실시간 확인 https://shingaram.com ★","신가람공인중개사사무소길찾기
대표신가람등록번호
소재지
서울특별시 강남구 청담동 9-13 2층
전화02-3445-4985,010-9705-1121
최근 3개월 집주인확인 10건
매매6전세3월세1278단기0",최대 243만원(VAT 별도),0.9%
일반상가,월세,"5,000/350","(-9637.4, -2353.16)",467.4602651150546,서울시 강남구 신사동,-,48㎡/46.15㎡(전용률96%),1/3층,없음,10만원,북향(주된 출입구 기준),즉시입주,불가능,정보 없음,1대,-/-,1980.02.08,제2종 근린생활시설,2330670523,■ 압구정로 대로변 로드샵의 입지 조건 &■ 압구정로 대로변으로 편리한 접근성 &■ 업종제한이없어 어떤 업종이든 가능(부동산 제외)&■ 인근 주변대비 적정한 임대료로 안정적인 운영이 가능한 상권 &■ 고객의 요청으로 광고를 올릴 수 없는 다양한 매물이 있으니 전화 부탁 드립니다 &&압구정동에서 오래된 부동산&(주)삼호부동산중개법인&010-9114-3508&02-542-6007&&담당자 &010-9114-3508,"삼호부동산중개법인길찾기
대표이예니등록번호
소재지
서울특별시 강남구 압구정로 336 (신사동)
전화02-542-6007
최근 3개월 집주인확인 19건
매매39전세19월세28단기0",최대 360만원(VAT 별도),0.9%
일반상가 무권리 1층 상가,월세,"4,000/250","(-9311.8, -2607.15)",464.17513763713197,서울시 강남구 신사동,1층 무권리 상가입니다.,53.58㎡/48㎡(전용률90%),1/5층,시세 대비 30% 미만,40만원,북향(주된 출입구 기준),즉시입주,가능,정보 없음,7대,-/-,1994.08.19,제2종 근린생활시설,2330665053,[J-6595] 부동산은 현장을 보는 것이 답이다. &위 사진은 직접 촬영한 100% 실사진입니다.&www.mnjrealty.co.kr&&----------------------매물 상세정보 ----------------------&&▶신사역 도보 3분 | 실 14P | 사무실 &▶창고공간있음 | 천장형 냉난방기 완비&▶무료주차1대 가능&&&----------------------매물 담당-----------------------&&▷엠앤제이부동산중개법인(대표:박운종) 02-2039-2850&▶전이한 실장(소속공인중개사) &▶연락처 : 010-9957-8841&▶홈페이지 : www.mnjrealty.co.kr&&#서초구중개법인 #강남구중개법인 #송파구중개법인 #용산구중개법인 #상가전문부동산 #사무실전문부동산 #권리금양도양수전문 #빌딩임대매매&#엠앤제이 #엠앤제이부동산 #엠앤제이중개법인 #엠앤제이부동산중개법인&&#도전 #변화 #열정 #인내 #신뢰 #소통 #균형 #상생 #책임 #공정&#엠앤제이 #엠앤제이부동산 #엠앤제이중개법인 #엠앤제이부동산중개법인,"엠앤제이부동산중개법인주식회사톡톡문의길찾기
대표박운종등록번호
소재지
서울 강남구 논현동 229-26 해광빌딩 2층
전화02-518-2861,010-9957-8841
최근 3개월 집주인확인 1037건
매매13전세2월세743단기0",최대 261만원(VAT 별도),0.9%
일반상가 무권리 1층 상가,월세,"4,000/250","(-9311.8, -2607.15)",464.17513763713197,서울시 강남구 신사동,"압구정 역세권, CGV 인근 무권리 1층, 코너건물",26.45㎡/26.45㎡(전용률100%),1/5층,없음,40만원,북향(주된 출입구 기준),즉시입주 협의가능,가능,정보 없음,7대,-/-,1994.08.19,제2종 근린생활시설,2330277199,">> 빠른 전화/문자&공인중개사 임실장&☎ 010-6387-9952&&&『 압구정 역세권, CGV 인근 무권리 1층, 코너건물 』&&■ 추천 포인트&☞ 압구정역 도보 약 5분, CGV 인근 이면도로 위치&☞ 풍부한 주거 및 오피스 인구, 배후수요 탄탄한 입지&☞ 활용도 높은 사각 구조로 효율적인 공간 활용 가능&☞ 상권 내 흔치 않은 무권리 1층&☞ 뷰티, 소매점, 공방 등 다양한 업종 문의 환영합니다 ^^&&■ 매물 정보&· 보증금: 4천만 원 | 임대료: 250만 원 | 관리비: 40만 원&· 1층&· 약 8평&· 외부 화장실&· 주차 1대 가능&· 무권리&&소속공인중개사 임지영 실장&☎ 010-6387-9952&&&==========================================&♧ 직접 방문하여 꼼꼼히 확인한 매물만 소개해드립니다!&♧ 책임감을 가지고 최상의 결과를 이끌어 내겠습니다!&♧ 신뢰로 안전한 계약까지, 새 시작을 함께 하겠습니다!&&신규창업 / 이전 / 확장&지원부동산이 지원합니다.&&[지원 공인중개사 사무소]&등록번호: 11680-2022-00418&대표공인중개사 조영홍 050713635263","지원공인중개사사무소길찾기
대표조영홍등록번호
소재지
서울 강남구 강남대로156길 12 4층 D47호
전화0507-1363-5263,010-6387-9952
최근 3개월 집주인확인 37건
매매5전세1월세140단기0",최대 261만원(VAT 별도),0.9%
